date,weekday,target_delta,call_strike,put_strike,call_symbol,put_symbol,entry_call,entry_put,entry_cost,exit_call,exit_put,option_pnl,hedge_count,transaction_costs,daily_pnl,first_third_pnl,mid_third_pnl,last_third_pnl,bars,time_range,qqq_open,qqq_close,qqq_range,hedge_threshold
2025-10-31,Friday,0.25,638,631,QQQ251031C00638000,QQQ251031P00631000,0.34,1.08,142.0,0.02,2.24,84.0,97,0.0,-12.61,-9.35,-31.45,28.19,149,13:30-16:00,633.71,629.86,3.85,1
2025-11-03,Monday,0.25,637,630,QQQ251103C00637000,QQQ251103P00630000,1.02,0.47,149.0,0.1,1.12,-27.0,76,0.0,-3.25,0.54,11.8,-15.59,91,14:30-16:00,635.42,631.29,5.59,1
2025-11-04,Tuesday,0.25,627,620,QQQ251104C00627000,QQQ251104P00620000,0.87,1.32,219.0,0.69,0.36,-114.0,75,0.0,-48.02,-8.56,-31.05,-8.41,91,14:30-16:00,622.98,625.03,5.18,1
2025-11-05,Wednesday,0.25,621,614,QQQ251105C00621000,QQQ251105P00614000,1.45,0.84,229.0,2.52,0.15,38.0,75,0.0,-19.52,-25.32,-8.96,14.76,91,14:30-16:00,619.19,622.55,5.58,1
2025-11-06,Thursday,0.25,627,620,QQQ251106C00627000,QQQ251106P00620000,0.28,1.74,202.0,0.04,7.27,529.0,58,0.0,70.4,24.74,-9.4,55.06,90,14:30-16:00,621.26,613.29,8.86,1
2025-11-07,Friday,0.25,616,609,QQQ251107C00616000,QQQ251107P00609000,0.27,4.15,442.0,0.05,7.58,321.0,59,0.0,-40.05,-9.56,10.81,-41.3,86,14:30-15:59,606.81,601.42,6.31,1
2025-11-10,Monday,0.25,622,615,QQQ251110C00622000,QQQ251110P00615000,0.81,0.76,157.0,0.25,0.67,-65.0,66,0.0,-19.07,-39.26,-9.12,29.31,91,14:30-16:00,619.49,618.07,3.83,1
2025-11-11,Tuesday,0.25,625,618,QQQ251111C00625000,QQQ251111P00618000,0.37,0.81,118.0,0.05,1.13,-0.0,66,0.0,-27.63,-37.73,8.03,2.07,90,14:30-16:00,620.94,618.54,3.41,1
2025-11-12,Wednesday,0.25,629,622,QQQ251112C00629000,QQQ251112P00622000,0.2,1.02,122.0,0.03,3.32,213.0,58,0.0,28.75,25.85,8.64,-5.74,86,14:30-16:00,623.8,619.3,4.85,1
2025-11-13,Thursday,0.25,623,616,QQQ251113C00623000,QQQ251113P00616000,0.33,1.91,224.0,0.08,4.24,208.0,64,0.0,46.27,-10.87,4.64,52.5,91,14:30-16:00,617.07,612.45,6.55,1
2025-11-14,Friday,0.25,609,602,QQQ251114C00609000,QQQ251114P00602000,0.43,5.2,563.0,2.75,0.46,-242.0,72,0.0,-24.56,-24.09,35.04,-35.51,91,14:30-16:00,598.94,609.65,12.81,1
2025-11-17,Monday,0.25,618,611,QQQ251117C00618000,QQQ251117P00611000,0.08,6.58,666.0,0.06,3.6,-300.0,66,0.0,-46.97,-62.04,4.41,10.66,90,14:30-16:00,605.54,608.39,6.85,1
2025-11-18,Tuesday,0.25,605,598,QQQ251118C00605000,QQQ251118P00598000,1.1,2.33,343.0,0.21,5.76,254.0,77,0.0,192.93,111.53,34.64,46.76,90,14:30-16:00,600.01,593.61,8.48,1
2025-11-19,Wednesday,0.25,601,595,QQQ251119C00601000,QQQ251119P00595000,1.98,3.08,506.0,2.99,1.03,-104.0,60,0.0,-1.52,-51.69,-1.63,51.8,91,14:30-16:00,596.86,601.09,9.51,1
2025-11-20,Thursday,0.25,612,605,QQQ251120C00612000,QQQ251120P00605000,2.26,1.12,338.0,1.13,0.83,-142.0,74,0.0,7.14,-23.38,-23.91,54.43,91,14:30-16:00,610.85,609.7,4.29,1
2025-11-21,Friday,0.25,589,582,QQQ251121C00589000,QQQ251121P00582000,3.98,2.03,601.0,1.21,2.95,-185.0,79,0.0,25.5,-13.18,31.62,7.06,91,14:30-16:00,588.57,583.2,8.16,1
2025-11-24,Monday,0.25,596,589,QQQ251124C00596000,QQQ251124P00589000,2.73,0.94,367.0,6.22,0.17,272.0,63,0.0,2.22,19.94,7.57,-25.29,88,14:30-16:00,595.8,601.77,6.5,1
2025-11-25,Tuesday,0.25,606,600,QQQ251125C00606000,QQQ251125P00600000,1.0,1.47,247.0,0.42,1.01,-104.0,72,0.0,47.65,2.12,32.58,12.95,91,14:30-16:00,602.8,602.44,5.83,1
2025-11-26,Wednesday,0.25,614,608,QQQ251126C00614000,QQQ251126P00608000,1.31,0.59,190.0,1.15,0.24,-51.0,77,0.0,-31.83,8.84,-15.27,-25.4,91,14:30-16:00,612.99,613.77,3.03,1
2025-11-28,Friday,0.25,620,613,QQQ251128C00620000,QQQ251128P00613000,0.36,0.7,106.0,0.13,0.11,-82.0,57,0.0,-53.87,-21.92,-30.67,-1.28,91,14:30-16:00,616.27,617.24,1.83,1
2025-12-01,Monday,0.25,619,612,QQQ251201C00619000,QQQ251201P00612000,0.48,1.34,182.0,0.62,0.27,-93.0,73,0.0,-31.24,-27.08,5.25,-9.41,91,14:30-16:00,614.24,617.31,4.76,1
2025-12-02,Tuesday,0.25,622,615,QQQ251202C00622000,QQQ251202P00615000,0.62,0.62,124.0,1.83,0.12,71.0,67,0.0,7.89,8.07,10.64,-10.82,91,14:30-16:00,619.09,622.93,4.46,1
2025-12-03,Wednesday,0.25,626,619,QQQ251203C00626000,QQQ251203P00619000,0.2,2.31,251.0,0.1,0.64,-177.0,78,0.0,-52.43,-32.4,-8.41,-11.62,91,14:30-16:00,619.22,621.43,3.7,1
2025-12-04,Thursday,0.25,627,620,QQQ251204C00627000,QQQ251204P00620000,0.51,0.65,116.0,0.07,0.93,-16.0,66,0.0,12.28,31.03,-6.05,-12.7,91,14:30-16:00,623.92,621.48,3.46,1
2025-12-05,Friday,0.25,629,622,QQQ251205C00629000,QQQ251205P00622000,0.45,0.78,123.0,0.32,0.33,-58.0,71,0.0,3.87,-5.81,-8.73,18.41,91,14:30-16:00,625.64,626.34,4.09,1
2025-12-08,Monday,0.25,631,624,QQQ251208C00631000,QQQ251208P00624000,0.38,0.54,92.0,0.04,1.39,51.0,67,0.0,-9.12,-13.02,11.79,-7.89,91,14:30-16:00,627.95,623.99,4.43,1
2025-12-09,Tuesday,0.25,628,621,QQQ251209C00628000,QQQ251209P00621000,0.16,1.21,137.0,0.07,0.17,-113.0,63,0.0,-44.34,-34.38,-5.46,-4.5,91,14:30-16:00,622.65,624.78,2.9,1
2025-12-10,Wednesday,0.25,629,622,QQQ251210C00629000,QQQ251210P00622000,0.64,1.87,251.0,0.29,2.79,57.0,65,0.0,8.12,-10.99,-2.24,21.35,91,14:30-16:00,623.78,621.57,2.69,1
2025-12-11,Thursday,0.25,626,619,QQQ251211C00626000,QQQ251211P00619000,0.93,1.09,202.0,0.26,0.97,-79.0,79,0.0,-8.85,20.89,-45.85,16.11,91,14:30-16:00,622.59,621.27,5.28,1
2025-12-12,Friday,0.25,626,619,QQQ251212C00626000,QQQ251212P00619000,0.37,0.87,124.0,0.07,4.84,367.0,69,0.0,96.39,-11.92,76.07,32.24,91,14:30-16:00,621.84,614.88,9.17,1
2025-12-15,Monday,0.25,620,613,QQQ251215C00620000,QQQ251215P00613000,0.73,0.55,128.0,0.07,2.08,87.0,75,0.0,55.37,4.39,47.77,3.21,91,14:30-16:00,617.7,612.0,7.81,1
2025-12-16,Tuesday,0.25,611,605,QQQ251216C00611000,QQQ251216P00605000,1.52,0.83,235.0,1.38,0.26,-71.0,77,0.0,51.65,42.73,20.87,-11.95,91,14:30-16:00,609.65,610.54,5.08,1
2025-12-17,Wednesday,0.25,617,610,QQQ251217C00617000,QQQ251217P00610000,0.5,1.03,153.0,0.04,5.77,428.0,66,0.0,38.95,4.14,-8.57,43.38,91,14:30-16:00,612.98,604.66,8.73,1
2025-12-18,Thursday,0.25,608,601,QQQ251218C00608000,QQQ251218P00601000,3.59,0.22,381.0,4.08,0.11,38.0,69,0.0,-15.66,30.13,-26.82,-18.97,91,14:30-16:00,610.42,611.82,5.23,1
2025-12-19,Friday,0.25,616,609,QQQ251219C00616000,QQQ251219P00609000,0.81,0.97,178.0,0.72,0.32,-74.0,68,0.0,-24.91,-15.82,-4.15,-4.94,91,14:30-16:00,612.7,614.56,4.43,1
2025-12-22,Monday,0.25,623,616,QQQ251222C00623000,QQQ251222P00616000,0.58,0.36,94.0,0.05,0.18,-71.0,64,0.0,-35.0,-15.33,-13.58,-6.09,91,14:30-16:00,620.88,618.94,3.48,1
2025-12-23,Tuesday,0.25,624,617,QQQ251223C00624000,QQQ251223P00617000,0.13,0.51,64.0,0.03,0.11,-50.0,54,0.0,-28.98,-22.34,-2.58,-4.06,88,14:30-16:00,620.0,620.32,2.59,1
2025-12-24,Wednesday,0.25,626,619,QQQ251224C00626000,QQQ251224P00619000,0.05,0.18,23.0,0.01,0.04,-18.0,36,0.0,-12.8,-10.66,-2.56,0.42,76,14:30-16:00,622.22,622.82,1.15,1
2025-12-26,Friday,0.25,627,620,QQQ251226C00627000,QQQ251226P00620000,0.21,0.21,42.0,0.1,0.07,-25.0,52,0.0,-9.05,-5.4,0.82,-4.47,90,14:30-16:00,624.1,624.73,2.2,1
2025-12-29,Monday,0.25,625,618,QQQ251229C00625000,QQQ251229P00618000,0.1,0.89,99.0,0.04,0.34,-61.0,61,0.0,-1.9,1.78,-9.63,5.95,91,14:30-16:00,619.74,620.04,3.16,1
2025-12-30,Tuesday,0.25,625,618,QQQ251230C00625000,QQQ251230P00618000,0.1,0.69,79.0,0.03,0.13,-63.0,54,0.0,-35.85,-25.73,-3.07,-7.05,89,14:30-16:00,620.43,621.15,2.17,1
2025-12-31,Wednesday,0.25,621,614,QQQ251231C00621000,QQQ251231P00614000,0.73,0.21,94.0,0.1,0.32,-52.0,55,0.0,-9.79,-1.56,-5.38,-2.85,91,14:30-16:00,619.67,616.95,3.14,1
2026-01-02,Friday,0.25,625,618,QQQ260102C00625000,QQQ260102P00618000,0.16,0.49,65.0,0.01,6.04,540.0,70,0.0,104.89,35.12,59.95,9.82,91,14:30-16:00,620.89,612.31,10.28,1
2026-01-05,Monday,0.25,620,613,QQQ260105C00620000,QQQ260105P00613000,1.43,0.28,171.0,0.76,0.11,-84.0,77,0.0,-30.09,-12.85,-7.24,-10.0,91,14:30-16:00,619.59,619.52,3.26,1
2026-01-06,Tuesday,0.25,621,614,QQQ260106C00621000,QQQ260106P00614000,0.92,0.2,112.0,0.6,0.11,-41.0,69,0.0,-4.73,-0.59,-5.47,1.33,89,14:30-16:00,620.01,620.25,3.72,1
2026-01-07,Wednesday,0.25,626,619,QQQ260107C00626000,QQQ260107P00619000,0.3,0.5,80.0,0.99,0.07,26.0,70,0.0,25.84,-1.4,5.02,22.22,91,14:30-16:00,622.71,626.08,3.37,1
2026-01-08,Thursday,0.25,626,619,QQQ260108C00626000,QQQ260108P00619000,0.3,0.67,97.0,0.03,0.69,-25.0,77,0.0,0.2,5.6,-14.9,9.5,91,14:30-16:00,622.35,620.42,4.19,1
2026-01-09,Friday,0.25,625,618,QQQ260109C00625000,QQQ260109P00618000,0.56,1.39,195.0,0.68,0.14,-113.0,72,0.0,-38.4,37.76,-67.93,-8.23,91,14:30-16:00,620.64,624.03,5.49,1
2026-01-12,Monday,0.25,624,617,QQQ260112C00624000,QQQ260112P00617000,1.44,0.29,173.0,2.72,0.05,104.0,67,0.0,-19.3,-15.1,-4.1,-0.1,84,14:30-15:59,623.42,626.33,3.3,1
2026-01-13,Tuesday,0.25,630,623,QQQ260113C00630000,QQQ260113P00623000,0.6,0.33,93.0,0.13,0.3,-50.0,79,0.0,37.11,13.02,23.49,0.6,91,14:30-16:00,627.8,626.0,5.44,1
2026-01-14,Wednesday,0.25,629,622,QQQ260114C00629000,QQQ260114P00622000,0.14,2.06,220.0,0.02,6.01,383.0,61,0.0,42.4,51.36,-30.15,21.19,87,14:30-15:59,622.06,616.26,7.32,1
2026-01-15,Thursday,0.25,627,620,QQQ260115C00627000,QQQ260115P00620000,1.1,0.29,139.0,0.59,0.17,-63.0,74,0.0,-1.38,2.48,3.26,-7.12,91,14:30-16:00,626.12,625.87,2.73,1
2026-01-16,Friday,0.25,628,621,QQQ260116C00628000,QQQ260116P00621000,0.57,0.35,92.0,0.04,1.18,30.0,74,0.0,-2.56,5.94,-0.35,-8.15,91,14:30-16:00,625.88,621.08,6.96,1
2026-01-20,Tuesday,0.25,611,605,QQQ260120C00611000,QQQ260120P00605000,3.31,0.79,410.0,3.5,0.09,-51.0,77,0.0,-81.18,1.99,-76.34,-6.83,91,14:30-16:00,611.73,613.79,3.63,1
2026-01-21,Wednesday,0.25,613,606,QQQ260121C00613000,QQQ260121P00606000,1.0,1.04,204.0,3.49,0.1,155.0,62,0.0,-25.54,-23.67,-11.74,9.87,91,14:30-16:00,609.93,616.02,8.45,1
2026-01-22,Thursday,0.25,625,618,QQQ260122C00625000,QQQ260122P00618000,0.38,0.77,115.0,0.09,0.72,-34.0,70,0.0,-3.53,26.44,-10.89,-19.08,91,14:30-16:00,621.23,619.99,3.5,1
2026-01-23,Friday,0.25,623,616,QQQ260123C00623000,QQQ260123P00616000,0.64,0.68,132.0,2.57,0.09,134.0,66,0.0,-14.96,-14.12,5.83,-6.67,91,14:30-16:00,620.01,625.12,6.3,1
2026-01-26,Monday,0.25,625,618,QQQ260126C00625000,QQQ260126P00618000,0.6,0.57,117.0,2.07,0.1,100.0,67,0.0,-12.43,-3.96,-12.64,4.17,91,14:30-16:00,622.41,626.56,4.19,1
2026-01-27,Tuesday,0.25,633,625,QQQ260127C00633000,QQQ260127P00625000,0.13,0.47,60.0,0.26,0.12,-22.0,52,0.0,-2.21,-4.1,2.97,-1.08,91,14:30-16:00,628.87,631.36,4.2,1
2026-01-28,Wednesday,0.25,639,632,QQQ260128C00639000,QQQ260128P00632000,0.85,1.38,223.0,0.46,1.76,-1.0,60,0.0,-3.57,6.2,-12.3,2.53,91,14:30-16:00,635.42,633.6,3.07,1
2026-01-29,Thursday,0.25,639,632,QQQ260129C00639000,QQQ260129P00632000,0.24,2.0,224.0,0.03,12.35,1014.0,46,0.0,1.67,26.03,14.55,-38.91,76,14:30-15:58,632.82,619.35,13.97,1
2026-01-30,Friday,0.25,626,619,QQQ260130C00626000,QQQ260130P00619000,3.29,0.5,379.0,1.7,0.3,-179.0,74,0.0,9.06,-19.64,9.52,19.18,91,14:30-16:00,627.21,625.81,3.61,1
2026-02-02,Monday,0.25,620,613,QQQ260202C00620000,QQQ260202P00613000,2.85,0.53,338.0,5.68,0.07,237.0,52,0.0,-23.96,-9.43,-13.05,-1.48,74,14:30-15:58,620.66,625.44,6.8,1
2026-02-03,Tuesday,0.25,633,626,QQQ260203C00633000,QQQ260203P00626000,0.2,0.87,107.0,0.03,5.7,466.0,60,0.0,63.64,31.18,11.68,20.78,76,14:30-15:58,628.54,620.42,11.26,1
2026-02-04,Wednesday,0.25,618,612,QQQ260204C00618000,QQQ260204P00612000,1.1,2.66,376.0,0.25,4.26,75.0,78,0.0,76.55,45.85,13.93,16.77,91,14:30-16:00,613.22,608.96,5.85,1
2026-02-05,Thursday,0.25,612,605,QQQ260205C00612000,QQQ260205P00605000,0.42,8.06,848.0,0.14,8.62,28.0,55,0.0,-29.02,-31.69,-66.81,69.48,87,14:30-16:00,598.83,597.07,9.01,1
2026-02-06,Friday,0.25,603,596,QQQ260206C00603000,QQQ260206P00596000,1.98,2.11,409.0,2.4,0.48,-121.0,67,0.0,-24.03,-36.07,34.25,-22.21,91,14:30-16:00,599.68,603.32,5.78,1
2026-02-09,Monday,0.25,614,607,QQQ260209C00614000,QQQ260209P00607000,0.3,3.3,360.0,1.2,0.14,-226.0,73,0.0,-89.29,-53.66,-26.74,-8.89,91,14:30-16:00,605.89,613.95,8.13,1
2026-02-10,Tuesday,0.25,619,612,QQQ260210C00619000,QQQ260210P00612000,0.49,0.97,146.0,0.15,0.38,-93.0,77,0.0,5.52,-13.39,19.28,-0.37,91,14:30-16:00,615.35,615.53,4.4,1
2026-02-11,Wednesday,0.25,616,609,QQQ260211C00616000,QQQ260211P00609000,2.81,0.29,310.0,0.28,0.74,-208.0,73,0.0,40.61,4.01,52.2,-15.6,91,14:30-16:00,617.39,612.04,9.38,1
2026-02-12,Thursday,0.25,618,611,QQQ260212C00618000,QQQ260212P00611000,0.58,0.87,145.0,0.03,4.73,331.0,68,0.0,21.46,-5.33,8.78,18.01,91,14:30-16:00,614.69,606.68,8.72,1
2026-02-13,Friday,0.25,605,598,QQQ260213C00605000,QQQ260213P00598000,1.31,2.31,362.0,1.25,0.98,-139.0,78,0.0,122.74,113.24,12.01,-2.51,91,14:30-16:00,600.4,602.33,7.85,1
2026-02-17,Tuesday,0.25,602,596,QQQ260217C00602000,QQQ260217P00596000,1.17,2.46,363.0,0.43,1.65,-155.0,80,0.0,61.78,42.35,-8.07,27.5,91,14:30-16:00,597.57,597.26,8.28,1
2026-02-18,Wednesday,0.25,608,602,QQQ260218C00608000,QQQ260218P00602000,0.44,3.27,371.0,1.86,0.19,-166.0,70,0.0,-99.73,-57.43,-11.73,-30.57,91,14:30-16:00,601.3,608.84,7.94,1
2026-02-19,Thursday,0.25,609,602,QQQ260219C00609000,QQQ260219P00602000,0.53,2.18,271.0,0.3,0.81,-160.0,76,0.0,-4.44,-14.92,23.7,-13.22,91,14:30-16:00,603.39,605.0,3.96,1
2026-02-20,Friday,0.25,610,603,QQQ260220C00610000,QQQ260220P00603000,0.17,4.39,456.0,1.4,0.34,-282.0,78,0.0,161.76,-39.32,189.24,11.84,91,14:30-16:00,600.43,609.52,9.43,1
2026-02-23,Monday,0.25,610,604,QQQ260223C00610000,QQQ260223P00604000,1.07,1.2,227.0,0.07,3.62,142.0,71,0.0,-7.71,-4.17,0.31,-3.85,91,14:30-16:00,607.37,601.04,6.67,1
2026-02-24,Tuesday,0.25,606,599,QQQ260224C00606000,QQQ260224P00599000,1.12,1.53,265.0,1.81,0.15,-69.0,71,0.0,-67.06,-22.3,-40.27,-4.49,91,14:30-16:00,602.58,606.73,7.37,1
2026-02-25,Wednesday,0.25,612,606,QQQ260225C00612000,QQQ260225P00606000,2.53,0.65,318.0,3.54,0.23,59.0,54,0.0,-34.68,10.34,-36.91,-8.11,91,14:30-16:00,612.33,614.64,3.23,1
2026-02-26,Thursday,0.25,620,613,QQQ260226C00620000,QQQ260226P00613000,0.48,2.17,265.0,0.02,5.74,311.0,69,0.0,-20.09,-47.25,75.47,-48.31,89,14:30-16:00,614.38,607.77,10.88,1
2026-02-27,Friday,0.25,613,606,QQQ260227C00613000,QQQ260227P00606000,0.22,4.4,462.0,0.1,1.25,-327.0,74,0.0,-80.41,-37.42,-29.24,-13.75,91,14:30-16:00,603.29,607.05,4.97,1
2026-03-02,Monday,0.25,602,596,QQQ260302C00602000,QQQ260302P00596000,1.96,1.73,369.0,3.94,0.16,41.0,66,0.0,-51.32,-38.98,11.43,-23.77,90,14:30-16:00,599.84,605.25,6.22,1
2026-03-03,Tuesday,0.25,599,593,QQQ260303C00599000,QQQ260303P00593000,2.75,1.34,409.0,0.56,1.8,-173.0,78,0.0,-39.97,-15.76,-12.56,-11.65,91,14:30-16:00,598.13,594.07,7.01,1
2026-03-04,Wednesday,0.25,604,597,QQQ260304C00604000,QQQ260304P00597000,4.02,0.49,451.0,6.94,0.07,250.0,68,0.0,-73.67,-55.12,17.85,-36.4,87,14:30-16:00,606.04,610.99,7.14,1
2026-03-05,Thursday,0.25,615,608,QQQ260305C00615000,QQQ260305P00608000,0.39,2.37,276.0,0.19,1.22,-135.0,79,0.0,-12.66,-51.02,48.47,-10.11,91,14:30-16:00,608.62,609.59,6.41,1
2026-03-06,Friday,0.25,611,604,QQQ260306C00611000,QQQ260306P00604000,0.39,5.74,613.0,0.27,1.77,-409.0,70,0.0,-102.18,-60.07,-42.44,0.33,91,14:30-16:00,600.26,604.89,6.43,1
2026-03-09,Monday,0.25,597,590,QQQ260309C00597000,QQQ260309P00590000,2.97,1.33,430.0,2.99,0.15,-116.0,111,0.0,-81.61,-92.85,17.37,-6.13,151,13:30-16:00,596.14,599.1,7.99,1
2026-03-10,Tuesday,0.25,614,607,QQQ260310C00614000,QQQ260310P00607000,0.62,1.73,235.0,0.35,0.37,-163.0,113,0.0,-32.6,25.18,-44.03,-13.75,151,13:30-16:00,609.14,611.15,6.63,1
2026-03-11,Wednesday,0.25,610,603,QQQ260311C00610000,QQQ260311P00603000,2.6,0.65,325.0,0.44,0.67,-214.0,119,0.0,-9.96,-23.05,-3.21,16.3,151,13:30-16:00,610.15,606.18,6.7,1
2026-03-12,Thursday,0.25,608,601,QQQ260312C00608000,QQQ260312P00601000,0.71,1.95,266.0,0.12,2.39,-15.0,114,0.0,12.11,-35.59,36.07,11.63,149,13:30-16:00,602.86,599.92,6.05,1
2026-03-13,Friday,0.25,600,594,QQQ260313C00600000,QQQ260313P00594000,2.68,0.71,339.0,0.32,1.84,-123.0,118,0.0,11.56,-20.48,-4.05,36.09,151,13:30-16:00,600.28,594.19,9.57,1
2026-03-16,Monday,0.25,600,593,QQQ260316C00600000,QQQ260316P00593000,2.2,0.61,281.0,1.87,0.13,-81.0,110,0.0,-34.75,-28.65,-9.79,3.69,149,13:30-16:00,599.84,600.79,3.17,1
2026-03-17,Tuesday,0.25,603,596,QQQ260317C00603000,QQQ260317P00596000,2.08,0.34,242.0,1.06,0.09,-127.0,112,0.0,-32.4,-28.09,-8.33,4.02,139,13:30-16:00,603.18,602.77,3.82,1
2026-03-18,Wednesday,0.25,611,604,QQQ260318C00611000,QQQ260318P00604000,0.08,4.01,409.0,0.03,3.92,-14.0,80,0.0,-7.53,-20.75,38.25,-25.03,111,13:30-15:59,601.39,600.78,4.26,1
2026-03-19,Thursday,0.25,596,589,QQQ260319C00596000,QQQ260319P00589000,0.42,3.44,386.0,0.12,0.81,-293.0,113,0.0,-57.29,-60.79,3.91,-0.41,151,13:30-16:00,588.15,590.81,5.91,1
2026-03-20,Friday,0.25,595,588,QQQ260320C00595000,QQQ260320P00588000,0.56,1.88,244.0,0.07,2.0,-37.0,104,0.0,-12.42,-11.24,-10.13,8.95,147,13:30-16:00,589.61,587.07,5.38,1
2026-03-23,Monday,0.25,580,574,QQQ260323C00580000,QQQ260323P00574000,10.31,0.12,1043.0,8.14,0.11,-218.0,41,0.0,60.76,23.5,14.22,23.04,58,13:30-15:59,589.94,587.73,7.41,1
2026-03-24,Tuesday,0.25,591,584,QQQ260324C00591000,QQQ260324P00584000,0.57,2.1,267.0,0.16,0.83,-168.0,124,0.0,29.27,-11.58,68.16,-27.31,151,13:30-16:00,585.03,586.02,5.81,1
2026-03-25,Wednesday,0.25,593,587,QQQ260325C00593000,QQQ260325P00587000,0.84,1.27,211.0,0.11,1.27,-73.0,122,0.0,0.35,-10.53,-9.16,20.04,151,13:30-16:00,589.7,587.63,5.42,1
2026-03-26,Thursday,0.25,585,579,QQQ260326C00585000,QQQ260326P00579000,0.96,1.29,225.0,0.26,0.63,-136.0,117,0.0,-44.78,6.13,-28.46,-22.45,151,13:30-16:00,581.42,581.05,4.15,1
2026-03-27,Friday,0.25,577,571,QQQ260327C00577000,QQQ260327P00571000,0.52,2.78,330.0,0.1,3.55,35.0,105,0.0,6.43,-24.76,7.76,23.43,140,13:30-16:00,570.58,568.04,4.57,1
2026-03-30,Monday,0.25,568,562,QQQ260330C00568000,QQQ260330P00562000,1.66,0.85,251.0,0.24,0.85,-142.0,123,0.0,-22.56,6.41,-17.4,-11.57,151,13:30-16:00,566.8,563.76,6.32,1
2026-03-31,Tuesday,0.25,566,560,QQQ260331C00566000,QQQ260331P00560000,1.99,0.81,280.0,1.71,0.27,-82.0,119,0.0,0.42,33.39,-28.17,-4.8,151,13:30-16:00,565.13,566.19,4.75,1
2026-04-01,Wednesday,0.25,584,577,QQQ260401C00584000,QQQ260401P00577000,1.09,0.86,195.0,3.23,0.06,134.0,113,0.0,0.1,2.63,18.6,-21.13,151,13:30-16:00,581.37,586.84,6.19,1
2026-04-02,Thursday,0.25,579,573,QQQ260402C00579000,QQQ260402P00573000,0.9,1.85,275.0,4.77,0.25,227.0,121,0.0,192.36,62.93,87.61,41.82,145,13:30-16:00,574.73,582.8,12.93,1
2026-04-06,Monday,0.25,593,586,QQQ260406C00593000,QQQ260406P00586000,0.57,1.81,238.0,0.09,0.71,-158.0,115,0.0,-53.61,-29.69,-7.86,-16.06,149,13:30-16:00,587.73,587.48,3.6,1
2026-04-07,Tuesday,0.25,593,586,QQQ260407C00593000,QQQ260407P00586000,0.4,2.71,311.0,0.16,4.16,121.0,96,0.0,20.03,-21.78,18.31,23.5,121,13:30-16:00,585.84,582.67,7.28,1
